dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,airport_icao,destination_latitude,destination_longitude,depart_latitude,depart_longitude,distance_between_airport_miles,?esn,rul
test_FD001,999140,40,3,12/31/2017 21:44,AXM,VTBD,VMMC,0.0025,-2.00E-04,100,518.67,642.81,1585.4,1410.45,14.62,21.61,553.23,2388.11,9056.18,1.3,47.59,521.3,2388.13,8131.71,8.429,0.03,393,2388,100,38.79,23.3631,VMMC,22.149,113.591,13.914,100.606,1024.492969,999140,28
test_FD001,999140,40,4,1/1/2018 0:50,AXM,VMMC,VTBD,-0.0013,-4.00E-04,100,518.67,642.5,1603.35,1414.25,14.62,21.61,552.86,2388.13,9063,1.3,47.61,521.14,2388.09,8133.87,8.46,0.03,393,2388,100,38.87,23.3013,VTBD,13.914,100.606,22.149,113.591,1024.492969,999140,28
test_FD001,999140,40,5,1/1/2018 4:25,AXM,VTBD,VTSP,0.0016,2.00E-04,100,518.67,642.54,1581.8,1410.98,14.62,21.61,552.9,2388.1,9050.58,1.3,47.59,521.36,2388.1,8137.59,8.4356,0.03,394,2388,100,38.76,23.3429,VTSP,8.113,98.309,13.914,100.606,429.9926051,999140,28
test_FD001,999140,40,6,1/1/2018 6:25,AXM,VTSP,VTBD,0.0018,1.00E-04,100,518.67,642.95,1591.91,1407.42,14.62,21.61,553.05,2388.12,9055.81,1.3,47.69,521.49,2388.07,8134.69,8.4673,0.03,394,2388,100,38.77,23.2661,VTBD,13.914,100.606,8.113,98.309,429.9926051,999140,28
test_FD001,999140,40,7,1/1/2018 8:37,AXM,VTBD,VTCC,-0.0029,-1.00E-04,100,518.67,642.75,1590.29,1409.05,14.62,21.61,553.25,2388.1,9057.74,1.3,47.7,521.44,2388.1,8137.2,8.4335,0.03,394,2388,100,38.92,23.2509,VTCC,18.771,98.963,13.914,100.606,352.8103276,999140,28
test_FD001,999140,40,8,1/5/2018 2:37,AXM,VTBD,WSSS,-0.0016,1.00E-04,100,518.67,642.42,1595.81,1410.02,14.62,21.61,553.75,2388.16,9061.76,1.3,47.41,521.05,2388.13,8136.15,8.4372,0.03,393,2388,100,38.76,23.3233,WSSS,1.359,103.989,13.914,100.606,897.7408822,999140,28
test_FD001,999140,40,9,1/5/2018 3:55,AXM,VTBD,WSSS,-0.0046,1.00E-04,100,518.67,642.34,1589.13,1414.46,14.62,21.61,552.86,2388.11,9051.88,1.3,47.56,520.93,2388.1,8133.61,8.4376,0.03,394,2388,100,38.76,23.2473,WSSS,1.359,103.989,13.914,100.606,897.7408822,999140,28
test_FD001,999140,40,10,1/5/2018 6:53,AXM,WSSS,VTBD,0.0011,-1.00E-04,100,518.67,642.59,1592.04,1407.84,14.62,21.61,553.41,2388.17,9052.55,1.3,47.56,521.36,2388.12,8140.02,8.4261,0.03,393,2388,100,38.8,23.2725,VTBD,13.914,100.606,1.359,103.989,897.7408822,999140,28
test_FD001,999140,40,11,1/5/2018 17:29,AXM,VTBD,VTUV,0.0014,-5.00E-04,100,518.67,642.68,1589.8,1413.18,14.62,21.61,553.02,2388.11,9048.19,1.3,47.79,521.92,2388.06,8134.48,8.4342,0.03,392,2388,100,38.75,23.352,VTUV,16.117,103.774,13.914,100.606,260.4932639,999140,28
test_FD001,999140,40,12,1/6/2018 4:49,AXM,VTSP,VTBD,-0.001,1.00E-04,100,518.67,642.76,1592.19,1408.16,14.62,21.61,553.92,2388.12,9049.11,1.3,47.64,521,2388.15,8134.87,8.4268,0.03,393,2388,100,38.75,23.3305,VTBD,13.914,100.606,8.113,98.309,429.9926051,999140,28
test_FD001,999140,40,13,1/6/2018 16:44,AXM,VTBD,VHHH,-0.0025,0,100,518.67,642.98,1590.5,1409.3,14.62,21.61,553.69,2388.12,9057.64,1.3,47.5,521.85,2388.07,8135.52,8.4247,0.03,392,2388,100,38.73,23.2893,VHHH,22.309,113.915,13.914,100.606,1047.939269,999140,28
test_FD001,999140,40,14,1/7/2018 17:43,AXM,VTBD,VHHH,-7.00E-04,3.00E-04,100,518.67,643.03,1592.9,1407.16,14.62,21.61,553.39,2388.12,9059.78,1.3,47.57,521.53,2388.12,8134.24,8.4714,0.03,393,2388,100,38.88,23.3448,VHHH,22.309,113.915,13.914,100.606,1047.939269,999140,28
test_FD001,999140,40,15,1/7/2018 18:17,AXM,VTBD,WMKK,-0.0012,0,100,518.67,642.61,1595.89,1407.45,14.62,21.61,553.03,2388.06,9056.91,1.3,47.59,521.34,2388.08,8134.1,8.4659,0.03,395,2388,100,38.88,23.288,WMKK,2.743,101.698,13.914,100.606,775.4295471,999140,28
test_FD001,999140,40,16,1/7/2018 21:26,AXM,WMKK,VTBD,-0.0038,-1.00E-04,100,518.67,642.93,1591.55,1411.36,14.62,21.61,553.47,2388.1,9052.91,1.3,47.47,522.03,2388.08,8126,8.4275,0.03,393,2388,100,38.86,23.3553,VTBD,13.914,100.606,2.743,101.698,775.4295471,999140,28
test_FD001,999140,40,17,1/8/2018 0:20,AXM,VTBD,VTSP,-4.00E-04,1.00E-04,100,518.67,642.85,1593.53,1419.56,14.62,21.61,553.18,2388.1,9051.57,1.3,47.58,520.84,2388.11,8136.92,8.4054,0.03,393,2388,100,38.73,23.3449,VTSP,8.113,98.309,13.914,100.606,429.9926051,999140,28
test_FD001,999140,40,18,1/8/2018 3:13,AXM,VTBD,WSSS,-0.0046,-5.00E-04,100,518.67,643.21,1589.05,1408.33,14.62,21.61,553.32,2388.12,9052.37,1.3,47.51,521.61,2388.1,8135.76,8.4682,0.03,392,2388,100,38.75,23.326,WSSS,1.359,103.989,13.914,100.606,897.7408822,999140,28
test_FD001,999140,40,19,1/8/2018 4:24,AXM,VTBD,WSSS,-0.002,-5.00E-04,100,518.67,642.56,1597.94,1407.25,14.62,21.61,552.96,2388.14,9055.09,1.3,47.62,521.25,2388.12,8130.33,8.4113,0.03,393,2388,100,38.71,23.206,WSSS,1.359,103.989,13.914,100.606,897.7408822,999140,28
test_FD001,999140,40,21,1/8/2018 7:22,AXM,WSSS,VTBD,9.00E-04,5.00E-04,100,518.67,642.74,1584.83,1411.15,14.62,21.61,553.55,2388.14,9052.96,1.3,47.49,521.85,2388.15,8134.09,8.4718,0.03,392,2388,100,38.72,23.2002,VTBD,13.914,100.606,1.359,103.989,897.7408822,999140,28
test_FD001,999140,40,22,1/8/2018 19:41,AXM,VMMC,VTBD,0.0016,3.00E-04,100,518.67,642.78,1590.32,1412.69,14.62,21.61,553.47,2388.1,9057.33,1.3,47.58,521.24,2388.19,8131.67,8.4702,0.03,393,2388,100,38.5,23.3129,VTBD,13.914,100.606,22.149,113.591,1024.492969,999140,28
test_FD001,999140,40,23,1/8/2018 23:26,AXM,VTBD,VTST,-0.0022,2.00E-04,100,518.67,642.74,1591.25,1412.87,14.62,21.61,553.04,2388.15,9052.68,1.3,47.48,521.49,2388.12,8133.1,8.4703,0.03,393,2388,100,38.79,23.238,VTST,7.509,99.616,13.914,100.606,447.6105276,999140,28
test_FD001,999140,40,24,1/9/2018 1:17,AXM,VTST,VTBD,-8.00E-04,0,100,518.67,642.55,1588.69,1409.86,14.62,21.61,553.51,2388.17,9053.72,1.3,47.69,521.36,2388.07,8131.22,8.4277,0.03,393,2388,100,38.79,23.2719,VTBD,13.914,100.606,7.509,99.616,447.6105276,999140,28
test_FD001,999140,40,25,1/9/2018 3:55,AXM,VTBD,VTSS,0.0022,-4.00E-04,100,518.67,643.05,1588.85,1409.19,14.62,21.61,553.83,2388.09,9055.99,1.3,47.68,521.41,2388.14,8133.95,8.4099,0.03,394,2388,100,38.75,23.3205,VTSS,6.933,100.395,13.914,100.606,482.5521438,999140,28
test_FD001,999140,40,26,1/9/2018 5:34,AXM,VTSS,VTBD,-0.0018,0,100,518.67,642.43,1592.9,1414.37,14.62,21.61,553.63,2388.19,9053.83,1.3,47.24,521.29,2388.12,8137.74,8.3999,0.03,391,2388,100,38.61,23.2514,VTBD,13.914,100.606,6.933,100.395,482.5521438,999140,28
test_FD001,999140,40,27,1/9/2018 8:07,AXM,VTBD,VOTR,0.0039,-5.00E-04,100,518.67,642.68,1591.42,1412.04,14.62,21.61,553.47,2388.19,9056.57,1.3,47.67,521.54,2388.12,8134.47,8.4596,0.03,393,2388,100,38.8,23.2785,VOTR,10.766,78.715,13.914,100.606,1492.874488,999140,28
test_FD001,999110,10,1,12/31/2017 22:58,AXM,WMKK,VTCC,-0.0017,0,100,518.67,642.07,1584.19,1403.69,14.62,21.61,554.53,2388.01,9057.35,1.3,47.32,522.13,2388.01,8145.46,8.4039,0.03,391,2388,100,38.75,23.353,VTCC,18.771,98.963,2.743,101.698,1122.767315,999110,107
test_FD001,999110,10,2,1/1/2018 2:27,AXM,VTCC,WMKK,0.0061,-1.00E-04,100,518.67,642.32,1584.48,1388.37,14.62,21.61,554.43,2387.98,9061.92,1.3,47.17,522.59,2388.03,8146.38,8.3981,0.03,392,2388,100,39.08,23.4908,WMKK,2.743,101.698,18.771,98.963,1122.767315,999110,107
test_FD001,999110,10,3,1/1/2018 6:13,AXM,WMKK,WMKP,0.0027,-3.00E-04,100,518.67,641.77,1574.22,1400.07,14.62,21.6,554.38,2388.04,9058.28,1.3,46.95,522.22,2388,8141.22,8.3763,0.03,391,2388,100,39.31,23.4285,WMKP,5.297,100.277,2.743,101.698,201.8170377,999110,107
test_FD001,999110,10,4,1/1/2018 7:44,AXM,WMKP,WMKK,-0.0028,-4.00E-04,100,518.67,642.83,1583.9,1404.2,14.62,21.61,554.5,2388.04,9061.39,1.3,47.45,521.93,2387.97,8144.96,8.425,0.03,392,2388,100,39.04,23.3622,WMKK,2.743,101.698,5.297,100.277,201.8170377,999110,107
test_FD001,999110,10,5,1/1/2018 17:09,AXM,WMKK,VTCC,0.0013,-2.00E-04,100,518.67,642.04,1585.22,1403.5,14.62,21.6,554.52,2388.01,9071.21,1.3,47.34,522.28,2388,8142.12,8.4127,0.03,391,2388,100,38.94,23.4059,VTCC,18.771,98.963,2.743,101.698,1122.767315,999110,107
test_FD001,999110,10,6,1/1/2018 20:19,AXM,VTCC,WMKK,-7.00E-04,-1.00E-04,100,518.67,641.87,1583.49,1395.45,14.62,21.61,554.44,2388.02,9057.8,1.3,47.35,522.24,2387.98,8141.46,8.3845,0.03,392,2388,100,38.78,23.3883,WMKK,2.743,101.698,18.771,98.963,1122.767315,999110,107
test_FD001,999110,10,7,1/1/2018 23:51,AXM,WMKK,VTSG,6.00E-04,-2.00E-04,100,518.67,642.02,1580.84,1398.72,14.62,21.61,553.42,2387.96,9060.98,1.3,47.33,521.97,2388,8148.3,8.3737,0.03,392,2388,100,39.15,23.4004,VTSG,8.1,98.985,2.743,101.698,414.482064,999110,107
test_FD001,999110,10,8,1/2/2018 7:15,AXM,WBKW,WMKK,0.0024,2.00E-04,100,518.67,641.62,1583.96,1399.01,14.62,21.61,554.99,2387.99,9060.89,1.3,47.1,521.89,2388.05,8142.62,8.3911,0.03,391,2388,100,38.98,23.523,WMKK,2.743,101.698,4.313,118.122,1137.767767,999110,107
test_FD001,999110,10,9,1/2/2018 16:36,AXM,WMKK,VMMC,-6.00E-04,-4.00E-04,100,518.67,642.21,1586.17,1398.14,14.62,21.61,554.78,2388.01,9063.92,1.3,47.24,522.91,2388,8142.14,8.414,0.03,393,2388,100,38.99,23.4151,VMMC,22.149,113.591,2.743,101.698,1560.282915,999110,107
test_FD001,999110,10,10,1/2/2018 20:55,AXM,VMMC,WMKK,-8.00E-04,-5.00E-04,100,518.67,641.77,1584.88,1391.26,14.62,21.61,555.02,2388.02,9061.13,1.3,47.14,522.42,2388.04,8142.58,8.3729,0.03,389,2388,100,39.12,23.3973,WMKK,2.743,101.698,22.149,113.591,1560.282915,999110,107
test_FD001,999110,10,11,1/3/2018 2:37,AXM,WMKK,ZGGG,0.0017,4.00E-04,100,518.67,642.12,1586.52,1391.67,14.62,21.6,554.57,2388,9058.72,1.3,47.14,522.3,2388.05,8141.49,8.4277,0.03,391,2388,100,39.06,23.5571,ZGGG,23.39,113.308,2.743,101.698,1624.15099,999110,107
test_FD001,999110,10,12,1/3/2018 8:07,AXM,ZGGG,WMKK,-0.0025,-3.00E-04,100,518.67,642.59,1581.95,1396.57,14.62,21.6,554.79,2388.09,9069.92,1.3,46.93,522.4,2388.04,8142.06,8.3964,0.03,393,2388,100,39.2,23.3934,WMKK,2.743,101.698,23.39,113.308,1624.15099,999110,107
test_FD001,999110,10,13,1/3/2018 16:36,AXM,WMKK,VMMC,5.00E-04,3.00E-04,100,518.67,642.08,1584.2,1397.72,14.62,21.61,554.07,2388.01,9064.7,1.3,47.08,522.02,2388,8139.92,8.4258,0.03,392,2388,100,39.08,23.439,VMMC,22.149,113.591,2.743,101.698,1560.282915,999110,107
test_FD001,999110,10,14,1/4/2018 2:43,AXM,WMKK,ZGGG,-8.00E-04,5.00E-04,100,518.67,642.02,1585.94,1396.28,14.62,21.61,554.1,2388.01,9059.86,1.3,47.27,522.52,2388.02,8144.93,8.4189,0.03,392,2388,100,38.91,23.3766,ZGGG,23.39,113.308,2.743,101.698,1624.15099,999110,107
test_FD001,999110,10,15,1/4/2018 8:01,AXM,ZGGG,WMKK,0,3.00E-04,100,518.67,642.31,1583.59,1397.91,14.62,21.61,554.23,2387.99,9066.02,1.3,47.18,522.26,2388.03,8145.82,8.3776,0.03,392,2388,100,38.99,23.3718,WMKK,2.743,101.698,23.39,113.308,1624.15099,999110,107
test_FD001,999110,10,16,1/4/2018 16:31,AXM,WMKK,ZGSZ,6.00E-04,3.00E-04,100,518.67,641.96,1583.65,1395.43,14.62,21.61,554.05,2388.02,9061.01,1.3,47.27,522.49,2387.97,8142.63,8.4339,0.03,392,2388,100,38.8,23.4072,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999110,107
test_FD001,999110,10,17,1/4/2018 22:27,AXM,ZGSZ,WMKK,0.0035,4.00E-04,100,518.67,642.16,1580.97,1397.41,14.62,21.61,554.27,2388,9057.65,1.3,47.16,522.37,2388.03,8145.1,8.3876,0.03,392,2388,100,38.97,23.508,WMKK,2.743,101.698,22.638,113.812,1596.379977,999110,107
test_FD001,999110,10,18,1/5/2018 3:29,AXM,WMKK,VVTS,0.0014,-4.00E-04,100,518.67,641.89,1583.75,1396.16,14.62,21.61,554.26,2387.99,9061.29,1.3,47.27,522.32,2387.99,8145.15,8.3894,0.03,392,2388,100,39.09,23.5069,VVTS,10.821,106.661,2.743,101.698,653.6511927,999110,107
test_FD001,999110,10,19,1/5/2018 4:50,AXM,VVTS,WMKK,-7.00E-04,4.00E-04,100,518.67,642.23,1577.02,1395.68,14.62,21.61,554.46,2387.96,9063.25,1.3,47.08,522.48,2388.02,8142.63,8.4382,0.03,389,2388,100,39.13,23.4721,WMKK,2.743,101.698,10.821,106.661,653.6511927,999110,107
test_FD001,999110,10,20,1/5/2018 6:06,AXM,VVTS,WMKK,-0.0028,1.00E-04,100,518.67,643.09,1590.09,1391.56,14.62,21.61,554.04,2387.99,9062.87,1.3,47.2,522.31,2388.06,8139.73,8.3724,0.03,391,2388,100,39.12,23.2949,WMKK,2.743,101.698,10.821,106.661,653.6511927,999110,107
test_FD001,999110,10,21,1/5/2018 7:27,AXM,WMKK,ZGSZ,0.0037,5.00E-04,100,518.67,642.34,1584.29,1397.33,14.62,21.61,554.65,2388.04,9064.31,1.3,47.14,521.96,2388.04,8141.83,8.3889,0.03,393,2388,100,39.17,23.4324,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999110,107
test_FD001,999110,10,22,1/5/2018 8:46,AXM,WMKK,ZGSZ,0.0042,4.00E-04,100,518.67,642.46,1581.44,1398.69,14.62,21.61,554.62,2388.05,9059.13,1.3,47.16,522.25,2388.04,8146.97,8.3975,0.03,391,2388,100,39,23.4179,ZGSZ,22.638,113.812,2.743,101.698,1596.379977,999110,107
test_FD001,999110,10,23,1/5/2018 12:15,AXM,ZGSZ,WMKK,0.0018,4.00E-04,100,518.67,642.18,1586.27,1402.27,14.62,21.61,554.53,2387.98,9055.06,1.3,47.34,522.44,2388.01,8138.79,8.4197,0.03,392,2388,100,38.98,23.3518,WMKK,2.743,101.698,22.638,113.812,1596.379977,999110,107
test_FD001,999110,10,24,1/5/2018 13:16,AXM,ZGSZ,WMKK,0.0041,-1.00E-04,100,518.67,642.66,1577.57,1390.23,14.62,21.61,554.25,2388.03,9055.85,1.3,47.21,522.17,2388,8137.88,8.3569,0.03,390,2388,100,39.04,23.2705,WMKK,2.743,101.698,22.638,113.812,1596.379977,999110,107
test_FD001,999110,10,25,1/5/2018 19:45,AXM,WMKK,WBKW,-4.00E-04,-2.00E-04,100,518.67,642.45,1580.95,1394.95,14.62,21.61,554.16,2388,9062.6,1.3,47.17,521.84,2388.02,8146.02,8.367,0.03,391,2388,100,39.05,23.4341,WBKW,4.313,118.122,2.743,101.698,1137.767767,999110,107
test_FD001,999110,10,26,1/5/2018 21:14,AXM,WMKK,WBKW,0.002,4.00E-04,100,518.67,641.83,1577.72,1402.57,14.62,21.61,553.76,2388.09,9065.22,1.3,47.38,522.12,2387.99,8145.24,8.3825,0.03,391,2388,100,39.02,23.4653,WBKW,4.313,118.122,2.743,101.698,1137.767767,999110,107
test_FD001,999110,10,27,1/5/2018 23:27,AXM,WBKW,WMKK,-0.0012,2.00E-04,100,518.67,642.14,1575.32,1398.99,14.62,21.61,554.73,2388.03,9064.25,1.3,47.26,522.48,2388,8145.59,8.4219,0.03,392,2388,100,39.05,23.3695,WMKK,2.743,101.698,4.313,118.122,1137.767767,999110,107
test_FD001,999127,27,1,4/25/2018 18:07,AXM,WMKK,VVTS,-0.0023,2.00E-04,100,518.67,641.88,1585.88,1394.82,14.62,21.61,554.73,2388.01,9048.04,1.3,47.16,522.06,2387.98,8136.37,8.3713,0.03,391,2388,100,39.02,23.3319,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999127,27,2,4/25/2018 20:29,AXM,VVTS,WMKK,0.0015,-1.00E-04,100,518.67,641.88,1578.31,1395.74,14.62,21.61,553.87,2388,9054.4,1.3,47.26,522.47,2388.01,8133.24,8.4185,0.03,392,2388,100,39.12,23.3909,WMKK,2.743,101.698,10.821,106.661,653.6511927,999127,69
test_FD001,999127,27,3,4/25/2018 23:05,AXM,WMKK,VVTS,-5.00E-04,0,100,518.67,642.02,1582.18,1404.7,14.62,21.61,554.45,2387.97,9050.57,1.3,47.4,522.3,2387.97,8136.44,8.408,0.03,391,2388,100,39.06,23.4132,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999127,27,4,4/26/2018 1:34,AXM,VVTS,WMKK,0.002,-2.00E-04,100,518.67,641.87,1584.01,1399.39,14.62,21.61,553.62,2388.06,9055.59,1.3,47.09,522.52,2388.07,8135.76,8.3804,0.03,394,2388,100,38.97,23.3061,WMKK,2.743,101.698,10.821,106.661,653.6511927,999127,69
test_FD001,999127,27,5,4/26/2018 4:07,AXM,WMKK,VTBD,0.002,-1.00E-04,100,518.67,643.03,1592.41,1407.09,14.62,21.61,555.22,2388.04,9044.73,1.3,47.37,522.07,2388.04,8133.55,8.4191,0.03,392,2388,100,39.14,23.3902,VTBD,13.914,100.606,2.743,101.698,775.4295471,999127,69
test_FD001,999127,27,6,4/26/2018 6:47,AXM,VTBD,WMKK,-0.0022,3.00E-04,100,518.67,642.09,1580.01,1391.93,14.62,21.61,554.17,2388.03,9046.07,1.3,47.34,522.34,2388.04,8131.93,8.4091,0.03,393,2388,100,38.9,23.3811,WMKK,2.743,101.698,13.914,100.606,775.4295471,999127,69
test_FD001,999127,27,7,4/26/2018 18:17,AXM,WMKK,VTSG,-0.0033,1.00E-04,100,518.67,642.13,1583.61,1391.43,14.62,21.61,554.01,2387.99,9051.06,1.3,47.17,522.01,2387.98,8132.81,8.4059,0.03,392,2388,100,38.99,23.3466,VTSG,8.1,98.985,2.743,101.698,414.482064,999127,69
test_FD001,999127,27,8,4/26/2018 19:59,AXM,VTSG,WMKK,0.0016,3.00E-04,100,518.67,642.19,1580.43,1394.32,14.62,21.61,554.83,2388.01,9046.49,1.3,47.12,521.97,2388.03,8136.65,8.3902,0.03,392,2388,100,39.06,23.4828,WMKK,2.743,101.698,8.1,98.985,414.482064,999127,69
test_FD001,999127,27,9,4/26/2018 22:24,AXM,WMKK,WIOO,4.00E-04,4.00E-04,100,518.67,641.92,1587.97,1395.78,14.62,21.61,555,2388.07,9045.33,1.3,47.43,521.98,2388.08,8128.72,8.388,0.03,391,2388,100,39.03,23.4019,WIOO,-0.148,109.404,2.743,101.698,568.4868907,999127,69
test_FD001,999127,27,10,4/27/2018 0:39,AXM,WIOO,WMKK,-0.0014,3.00E-04,100,518.67,642.52,1582.64,1393.17,14.62,21.61,554.3,2387.98,9050.56,1.3,47.18,522.1,2388.07,8134.68,8.4054,0.03,391,2388,100,38.95,23.4411,WMKK,2.743,101.698,-0.148,109.404,568.4868907,999127,69
test_FD001,999127,27,11,4/27/2018 3:24,AXM,WMKK,WADD,0.0056,3.00E-04,100,518.67,641.76,1582.29,1400.45,14.62,21.61,554.34,2388.02,9045.23,1.3,47.39,522.22,2388.02,8129.15,8.4206,0.03,392,2388,100,39.01,23.4566,WADD,-8.747,115.169,2.743,101.698,1221.162676,999127,69
test_FD001,999127,27,12,4/27/2018 6:57,AXM,WADD,WMKK,-0.0044,-2.00E-04,100,518.67,642.43,1589.43,1397.83,14.62,21.61,554.31,2388.06,9045.46,1.3,47.26,521.83,2388.03,8133.72,8.409,0.03,392,2388,100,39.03,23.3474,WMKK,2.743,101.698,-8.747,115.169,1221.162676,999127,69
test_FD001,999127,27,13,4/27/2018 18:13,AXM,WMKK,VVTS,-8.00E-04,5.00E-04,100,518.67,641.86,1575.32,1402.62,14.62,21.61,553.92,2388.04,9046.2,1.3,47.2,522.25,2387.99,8131.92,8.3767,0.03,393,2388,100,38.97,23.3457,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999127,27,14,4/27/2018 20:43,AXM,VVTS,WMKK,0.0014,4.00E-04,100,518.67,642.43,1581.63,1398.52,14.62,21.61,553.83,2388,9040.61,1.3,47.2,522.57,2387.99,8135.42,8.3964,0.03,391,2388,100,39.06,23.5375,WMKK,2.743,101.698,10.821,106.661,653.6511927,999127,69
test_FD001,999127,27,15,4/27/2018 23:26,AXM,WMKK,VVTS,-0.0021,-2.00E-04,100,518.67,641.85,1582.51,1397.64,14.62,21.61,554.34,2388.05,9049.95,1.3,47.17,522.38,2387.98,8135.85,8.3764,0.03,392,2388,100,38.81,23.4207,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999127,27,16,4/28/2018 1:48,AXM,VVTS,WMKK,0.0012,-5.00E-04,100,518.67,642.42,1580.01,1399.58,14.62,21.61,554.63,2387.99,9056.14,1.3,47.1,523,2388.07,8133.35,8.4252,0.03,392,2388,100,39.04,23.4343,WMKK,2.743,101.698,10.821,106.661,653.6511927,999127,69
test_FD001,999127,27,17,4/28/2018 4:16,AXM,WMKK,VTBD,-0.001,2.00E-04,100,518.67,641.81,1582.91,1399.95,14.62,21.6,554.3,2388.02,9053.29,1.3,47.15,522.65,2387.99,8131.93,8.4131,0.03,390,2388,100,38.94,23.316,VTBD,13.914,100.606,2.743,101.698,775.4295471,999127,69
test_FD001,999127,27,18,4/28/2018 7:13,AXM,VTBD,WMKK,-0.0036,2.00E-04,100,518.67,641.85,1582.67,1398.13,14.62,21.61,554.01,2387.95,9054.52,1.3,47.09,521.74,2388.05,8134.1,8.4016,0.03,392,2388,100,39.11,23.4471,WMKK,2.743,101.698,13.914,100.606,775.4295471,999127,69
test_FD001,999127,27,19,4/28/2018 18:21,AXM,WMKK,VTSG,-0.0061,-3.00E-04,100,518.67,642.19,1583.67,1396.68,14.62,21.61,554.42,2388.03,9048.17,1.3,47.14,522.51,2388.05,8138.28,8.3886,0.03,392,2388,100,39.18,23.3898,VTSG,8.1,98.985,2.743,101.698,414.482064,999127,69
test_FD001,999127,27,20,4/28/2018 20:06,AXM,VTSG,WMKK,0.0049,0,100,518.67,642.19,1585.12,1396.03,14.62,21.61,554.15,2388.07,9054.63,1.3,47.16,522.29,2388.01,8128.48,8.4408,0.03,391,2388,100,38.95,23.3872,WMKK,2.743,101.698,8.1,98.985,414.482064,999127,69
test_FD001,999127,27,21,4/28/2018 22:14,AXM,WMKK,WIOO,-0.0026,-2.00E-04,100,518.67,641.82,1578.49,1397.57,14.62,21.61,554.43,2388.05,9053.67,1.3,47.32,522.42,2388.06,8131.09,8.3417,0.03,393,2388,100,39.05,23.4505,WIOO,-0.148,109.404,2.743,101.698,568.4868907,999127,69
test_FD001,999127,27,22,4/29/2018 0:34,AXM,WIOO,WMKK,0.0023,-4.00E-04,100,518.67,641.67,1588.4,1392.46,14.62,21.61,554.18,2388.01,9054.09,1.3,47.2,522.85,2388.03,8128.94,8.4059,0.03,391,2388,100,39.15,23.3837,WMKK,2.743,101.698,-0.148,109.404,568.4868907,999127,69
test_FD001,999127,27,23,4/29/2018 3:00,AXM,WMKK,WADD,0.0039,-3.00E-04,100,518.67,642.24,1583.77,1392.62,14.62,21.61,554.44,2388.04,9051.26,1.3,47.35,521.83,2388.02,8135.02,8.426,0.03,392,2388,100,38.76,23.382,WADD,-8.747,115.169,2.743,101.698,1221.162676,999127,69
test_FD001,999127,27,24,4/29/2018 6:31,AXM,WADD,WMKK,-9.00E-04,-5.00E-04,100,518.67,642.5,1585.14,1396.43,14.62,21.61,554.47,2388,9044.87,1.3,47.12,521.85,2388.01,8137.71,8.3872,0.03,392,2388,100,38.92,23.4091,WMKK,2.743,101.698,-8.747,115.169,1221.162676,999127,69
test_FD001,999127,27,25,4/29/2018 18:23,AXM,WMKK,VVTS,-8.00E-04,-4.00E-04,100,518.67,641.35,1586.03,1394.99,14.62,21.61,555.27,2388.03,9050.55,1.3,47.21,522.41,2388.06,8131.43,8.4191,0.03,392,2388,100,38.84,23.5114,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999127,27,26,4/29/2018 21:04,AXM,VVTS,WMKK,1.00E-04,4.00E-04,100,518.67,641.48,1585.01,1389.83,14.62,21.61,554.05,2388.05,9052.51,1.3,47.22,522.24,2387.99,8133.15,8.3908,0.03,391,2388,100,38.94,23.4696,WMKK,2.743,101.698,10.821,106.661,653.6511927,999127,69
test_FD001,999127,27,27,4/29/2018 23:48,AXM,WMKK,VVTS,-0.002,-4.00E-04,100,518.67,642.51,1590.04,1400.46,14.62,21.61,554.45,2388.01,9045.69,1.3,47.19,522.29,2388.05,8138.47,8.3928,0.03,392,2388,100,39,23.4103,VVTS,10.821,106.661,2.743,101.698,653.6511927,999127,69
test_FD001,999118,18,1,6/30/2018 1:02,AXM,WMKK,WBGB,7.00E-04,-4.00E-04,100,518.67,642.23,1586.9,1395.19,14.62,21.61,554.57,2388,9074.23,1.3,47.13,521.9,2388.04,8149.13,8.4134,0.03,393,2388,100,39.04,23.3448,WBGB,3.124,113.02,2.743,101.698,781.6863028,999118,28
test_FD001,999118,18,2,6/30/2018 3:36,AXM,WBGB,WMKK,-0.0041,-4.00E-04,100,518.67,642.62,1576.4,1402.74,14.62,21.61,554.63,2388.04,9059.61,1.3,47.33,522.25,2387.94,8140.42,8.3985,0.03,392,2388,100,39.06,23.3568,WMKK,2.743,101.698,3.124,113.02,781.6863028,999118,28
